event,feature,mean_abs_shap,mean_signed_shap,mean_feature_value
F04,Oil_temperature_mean,0.28267836495806603,0.28267836495806603,83.87167419012215
F04,Oil_temperature_std,0.03282097580721347,-0.007402261718283905,0.1421356178875643
F04,Oil_temperature_min,1.3139573704018146,1.3139573704018146,83.68364312267659
F04,Oil_temperature_max,0.24090792037683637,0.24090792037683637,84.05102230483271
F04,Oil_temperature_last,0.0263737034347481,0.0181715965230411,83.85269516728623
F04,Motor_current_mean,0.03792159864946689,0.03759752073207223,5.489819437068507
F04,Motor_current_std,0.0033888780654022996,-0.0033469433271230455,0.09394167698371074
F04,Motor_current_min,0.21684055406458513,0.21578024251921232,5.343698884758364
F04,Motor_current_max,0.23192730738688463,0.11773834133284226,5.580594795539033
F04,Motor_current_last,0.003988071656247873,-0.0007586561285538291,5.484776951672863
F04,COMP_mean,0.005719830342917399,0.0027250207628820955,0.02973977695167286
F04,COMP_last,0.00015252505094547818,-0.00015114514524090287,0.02973977695167286
F04,COMP_transition_sum,0.0012761759632582217,0.0012761759632582217,0.0037174721189591076
F04,DV_eletric_mean,0.0,0.0,0.9702602230483272
F04,DV_eletric_last,0.0,0.0,0.9702602230483272
F04,DV_eletric_transition_sum,0.0,0.0,0.0037174721189591076
F04,Towers_mean,0.0004549343843280482,0.0003709257797400332,0.5122145512480085
F04,Towers_last,2.1368971176322036e-05,-1.178377907070015e-05,0.516728624535316
F04,Towers_transition_sum,0.0005138641129500186,0.0005138641129500186,0.9851301115241635
F04,MPG_mean,8.13802215398057e-05,7.644041680122555e-05,0.02973977695167286
F04,MPG_last,0.0,0.0,0.02973977695167286
F04,MPG_transition_sum,0.00020764706641225188,0.00020764706641225188,0.0037174721189591076
F04,LPS_mean,0.0,0.0,0.3258983890954152
F04,LPS_last,0.0,0.0,0.32342007434944237
F04,LPS_transition_sum,0.0,0.0,0.007434944237918215
F04,Pressure_switch_mean,5.291270821061028e-05,-5.291270821061028e-05,0.9962825278810409
F04,Pressure_switch_last,0.0,0.0,1.0
F04,Pressure_switch_transition_sum,0.0011846375720907538,0.0007620937811767353,0.04460966542750929
F04,Oil_level_mean,7.283168583929942e-05,-7.283168583929942e-05,1.0
F04,Oil_level_last,0.0,0.0,1.0
F04,Oil_level_transition_sum,0.0,0.0,0.0
F04,Caudal_impulses_mean,0.0,0.0,1.0
F04,Caudal_impulses_last,0.0,0.0,1.0
F04,Caudal_impulses_transition_sum,0.0,0.0,0.0
F04,COMP_MPG_mismatch_mean,0.0,0.0,0.0
F04,COMP_DV_equal_mean,0.0006033322436785702,-0.0006033322436785702,0.0
F04,TP3_Reservoir_abs_diff_mean,0.015221727774397571,-0.003359625593492071,0.0024653921047973165
F04,TP3_Reservoir_abs_diff_max,0.013101297792332796,0.0014761450248933336,0.0040074349442382464
F04,TP3_minus_Reservoirs_mean,0.2697357060551536,-0.22421103527248454,0.0022157904053814862
F04,TP2_minus_TP3_mean,0.0020835316409072912,0.0020818636732858995,0.02812745618693572
F04,H1_minus_TP3_mean,0.041589489681599145,0.002945221306152732,-7.935150469109576
F04,TP2_minus_H1_mean,0.003986429442197709,0.0009681466316064637,7.963277925296513
F04,Motor_current_x_COMP0,0.12025493894785984,0.06976748190912169,5.395821605593911
F04,Motor_current_x_COMP1,1.4426685390565868,1.4279224887581676,0.09399783147459727
F04,TP2_x_COMP0,0.16521257795519517,0.015769795525771266,8.238177022481855
F04,H1_x_COMP1,0.007183281733019496,0.003385256978317501,0.27685749690210654
