threshold,persistent_warning_detected,first_persistent_warning_time,warning_lead_minutes,false_warning_episodes,false_warning_episodes_per_day
0.5,1,2020-06-05 08:20:47,99.21666666666667,63,32.806171648987466
0.6,1,2020-06-05 08:20:47,99.21666666666667,58,30.20250723240116
0.7,1,2020-06-05 08:20:47,99.21666666666667,55,28.640308582449375
0.8,1,2020-06-05 09:59:54,0.1,47,24.474445515911285
0.9,0,,,28,14.580520732883318
0.95,0,,,4,2.0829315332690452
