epoch,train_loss,seconds
1,0.42410480151946606,4.420638084411621
2,0.21543509579932218,4.152812242507935
3,0.14443325696464937,4.260815858840942
4,0.16705804003110006,4.257206678390503
5,0.11682284848039923,4.2463061809539795
6,0.12549867668711934,4.20678973197937
7,0.10166406670865216,4.232534885406494
8,0.09482846829029337,4.346260070800781
