threshold_quantile,threshold,persistence_required,persistence_window,persistence_label,strict_new_early_all,strict_new_early_dev_F01_F03,false_alert_episodes_all,false_alert_episodes_per_day_all,policy_time_in_alert_pct_all,persistent_time_in_alert_pct_all,false_alert_episodes_dev,false_alert_episodes_per_day_dev,policy_time_in_alert_pct_dev,total_policy_episodes
0.995,1.8850153462925603,3,4,3-of-4,4,3,148,1.0961835202139698,38.71553331370817,72.32116573447159,113,1.1544519333096843,32.582537288419644,156
0.995,1.8850153462925603,4,4,4-of-4,4,3,149,1.103590165620821,37.057207339809636,70.84191934059464,113,1.1544519333096843,31.788168258756492,157
0.999,2.031222139144566,3,4,3-of-4,4,3,148,1.0961835202139698,35.114316553822,70.5131979197331,109,1.1135863781482795,29.96480643539467,156
0.999,2.031222139144566,4,4,4-of-4,4,3,143,1.059150293179714,35.553429496614655,68.90148169953882,104,1.0625044341965235,32.43170772582537,151
0.9995,2.060435077784195,3,4,3-of-4,4,3,142,1.051743647772863,34.84447061132372,70.05936610734962,103,1.0522880454061725,29.700016758840285,150
0.9995,2.060435077784195,4,4,4-of-4,4,3,144,1.0665569385865652,34.33421646550878,68.5089785104504,104,1.0625044341965235,31.137925255572313,152
