split,validation_event,model,sequence_minutes,channels,parameters,pr_auc,average_precision,roc_auc,positive_prevalence,ap_lift_over_prevalence
fault_F02,F02,TinyCNN-30m,30,18,11425,0.5342216776828789,0.1071930142478629,0.9590758104482466,0.009737995616656704,11.007708204808674
fault_F03,F03,TinyCNN-30m,30,18,11425,0.7346843776326129,0.7348964461790369,0.7560081013131729,0.2926938092582264,2.5108028353639735
