split,validation_event,model,feature_count,pr_auc,average_precision,roc_auc,positive_prevalence,ap_lift_over_prevalence
fault_F02,F02,Static Normal-Range,7,0.04791683517934736,0.06698383860922869,0.9113462851020783,0.009737995616656704,6.878606362756394
fault_F02,F02,LightGBM Current,71,0.8555925717268631,0.7796384077490216,0.9920064907000918,0.009737995616656704,80.06148682337268
fault_F02,F02,LightGBM Temporal,264,0.577577624336901,0.4391609902526483,0.9840299304971244,0.009737995616656704,45.09767795556096
fault_F02,F02,Isolation Forest Temporal,264,0.03275928363976954,0.03285304481722099,0.8644224046864156,0.009737995616656704,3.3736968171382538
fault_F03,F03,Static Normal-Range,7,0.8637377412560809,0.8065245527010187,0.9104234720518037,0.2926938092582264,2.7555231002151803
fault_F03,F03,LightGBM Current,71,0.985940358306143,0.9860214305871401,0.9955884997365192,0.2926938092582264,3.36878129771864
fault_F03,F03,LightGBM Temporal,264,0.9889349786336464,0.9892573073925272,0.9963490120431877,0.2926938092582264,3.3798367990754596
fault_F03,F03,Isolation Forest Temporal,264,0.8136221765653562,0.813868701006811,0.9704709791292441,0.2926938092582264,2.7806146739809683
